Date,Median Sale Price,Average Sale Price,County
03/01/2009 12:00:00 AM,222133.86,300322.84,Litchfield
04/01/2009 12:00:00 AM,193316.50,242790.36,Litchfield
05/01/2009 12:00:00 AM,228137.48,276229.38,Litchfield
06/01/2009 12:00:00 AM,264159.19,313972.22,Litchfield
07/01/2009 12:00:00 AM,249150.15,356399.85,Litchfield
08/01/2009 12:00:00 AM,229338.21,316638.08,Litchfield
09/01/2009 12:00:00 AM,250891.19,324171.97,Litchfield
10/01/2009 12:00:00 AM,246148.34,316897.85,Litchfield
11/01/2009 12:00:00 AM,219732.42,333468.18,Litchfield
12/01/2009 12:00:00 AM,222133.86,292576.58,Litchfield
01/01/2010 12:00:00 AM,226531.40,330422.91,Litchfield
02/01/2010 12:00:00 AM,199359.45,521527.75,Litchfield
03/01/2010 12:00:00 AM,226236.06,385148.58,Litchfield
04/01/2010 12:00:00 AM,217375.64,311161.67,Litchfield
05/01/2010 12:00:00 AM,243897.83,335469.51,Litchfield
06/01/2010 12:00:00 AM,229780.23,341677.87,Litchfield
07/01/2010 12:00:00 AM,207629.18,307737.95,Litchfield
08/01/2010 12:00:00 AM,255180.10,352987.25,Litchfield
09/01/2010 12:00:00 AM,264040.52,364062.81,Litchfield
10/01/2010 12:00:00 AM,227417.45,350879.38,Litchfield
11/01/2010 12:00:00 AM,229189.53,372845.33,Litchfield
12/01/2010 12:00:00 AM,223282.58,310391.19,Litchfield
01/01/2011 12:00:00 AM,229085.38,429925.36,Litchfield
02/01/2011 12:00:00 AM,214767.55,342032.68,Litchfield
03/01/2011 12:00:00 AM,213564.85,325418.38,Litchfield
04/01/2011 12:00:00 AM,223358.25,272033.50,Litchfield
05/01/2011 12:00:00 AM,223300.98,328515.24,Litchfield
06/01/2011 12:00:00 AM,230230.81,286690.18,Litchfield
07/01/2011 12:00:00 AM,251993.92,297625.74,Litchfield
08/01/2011 12:00:00 AM,209040.41,297699.77,Litchfield
09/01/2011 12:00:00 AM,197528.87,262151.72,Litchfield
10/01/2011 12:00:00 AM,205031.42,280489.19,Litchfield
11/01/2011 12:00:00 AM,221926.46,294328.32,Litchfield
12/01/2011 12:00:00 AM,197987.04,260846.81,Litchfield
01/01/2012 12:00:00 AM,182070.84,298671.52,Litchfield
02/01/2012 12:00:00 AM,182351.38,235664.37,Litchfield
03/01/2012 12:00:00 AM,168324.35,221584.94,Litchfield
04/01/2012 12:00:00 AM,192591.11,251580.67,Litchfield
05/01/2012 12:00:00 AM,224432.47,295407.88,Litchfield
06/01/2012 12:00:00 AM,207600.03,275421.72,Litchfield
07/01/2012 12:00:00 AM,199183.82,270412.33,Litchfield
08/01/2012 12:00:00 AM,218260.58,266405.90,Litchfield
09/01/2012 12:00:00 AM,190767.60,262023.26,Litchfield
10/01/2012 12:00:00 AM,201877.01,252714.30,Litchfield
11/01/2012 12:00:00 AM,185717.87,285951.44,Litchfield
12/01/2012 12:00:00 AM,189308.79,284810.73,Litchfield
01/01/2013 12:00:00 AM,190223.30,233098.38,Litchfield
02/01/2013 12:00:00 AM,180269.76,243929.37,Litchfield
03/01/2013 12:00:00 AM,181375.71,252100.96,Litchfield
04/01/2013 12:00:00 AM,190776.28,240452.12,Litchfield
05/01/2013 12:00:00 AM,210130.39,285571.04,Litchfield
06/01/2013 12:00:00 AM,208416.17,323547.35,Litchfield
07/01/2013 12:00:00 AM,218148.53,350443.80,Litchfield
08/01/2013 12:00:00 AM,236396.69,321866.09,Litchfield
09/01/2013 12:00:00 AM,209577.42,297288.70,Litchfield
10/01/2013 12:00:00 AM,186905.46,272550.11,Litchfield
11/01/2013 12:00:00 AM,204600.65,296781.79,Litchfield
12/01/2013 12:00:00 AM,195200.08,287565.46,Litchfield
01/01/2014 12:00:00 AM,175880.15,243107.47,Litchfield
02/01/2014 12:00:00 AM,171962.03,240596.08,Litchfield
03/01/2014 12:00:00 AM,201347.94,287871.22,Litchfield
04/01/2014 12:00:00 AM,174138.76,233915.66,Litchfield
05/01/2014 12:00:00 AM,205048.39,285021.78,Litchfield
06/01/2014 12:00:00 AM,225564.12,293013.25,Litchfield
07/01/2014 12:00:00 AM,193729.37,275761.19,Litchfield
08/01/2014 12:00:00 AM,206789.78,253357.19,Litchfield
09/01/2014 12:00:00 AM,204613.05,301308.56,Litchfield
10/01/2014 12:00:00 AM,190464.27,280697.08,Litchfield
11/01/2014 12:00:00 AM,186654.99,284743.31,Litchfield
12/01/2014 12:00:00 AM,191552.64,318601.47,Litchfield
01/01/2015 12:00:00 AM,166318.72,218057.25,Litchfield
02/01/2015 12:00:00 AM,154306.81,295185.49,Litchfield
03/01/2015 12:00:00 AM,179906.85,286876.78,Litchfield
04/01/2015 12:00:00 AM,175015.12,256349.39,Litchfield
05/01/2015 12:00:00 AM,214148.94,280247.39,Litchfield
06/01/2015 12:00:00 AM,202870.79,321002.45,Litchfield
07/01/2015 12:00:00 AM,210887.79,256024.14,Litchfield
08/01/2015 12:00:00 AM,190179.47,253884.97,Litchfield
09/01/2015 12:00:00 AM,195614.73,266810.13,Litchfield
10/01/2015 12:00:00 AM,190233.83,243818.70,Litchfield
11/01/2015 12:00:00 AM,186429.15,321655.38,Litchfield
12/01/2015 12:00:00 AM,191320.88,283832.96,Litchfield
01/01/2016 12:00:00 AM,177076.91,266222.14,Litchfield
02/01/2016 12:00:00 AM,165858.64,206828.34,Litchfield
03/01/2016 12:00:00 AM,177130.58,231869.41,Litchfield
04/01/2016 12:00:00 AM,187865.77,249457.79,Litchfield
05/01/2016 12:00:00 AM,200748.00,307765.37,Litchfield
06/01/2016 12:00:00 AM,203968.55,277804.12,Litchfield
07/01/2016 12:00:00 AM,219534.57,294074.05,Litchfield
08/01/2016 12:00:00 AM,213630.22,282493.13,Litchfield
09/01/2016 12:00:00 AM,199674.48,262552.52,Litchfield
10/01/2016 12:00:00 AM,198064.20,263197.67,Litchfield
11/01/2016 12:00:00 AM,191623.09,270426.86,Litchfield
12/01/2016 12:00:00 AM,190549.57,262807.04,Litchfield
01/01/2017 12:00:00 AM,176575.08,303626.42,Litchfield
02/01/2017 12:00:00 AM,193917.28,244430.58,Litchfield
03/01/2017 12:00:00 AM,173421.96,241156.27,Litchfield
04/01/2017 12:00:00 AM,199172.49,312805.04,Litchfield
05/01/2017 12:00:00 AM,193977.71,252912.83,Litchfield
06/01/2017 12:00:00 AM,191815.20,246742.18,Litchfield
07/01/2017 12:00:00 AM,210208.43,258526.47,Litchfield
08/01/2017 12:00:00 AM,215358.54,269743.22,Litchfield
09/01/2017 12:00:00 AM,181830.29,222932.79,Litchfield
10/01/2017 12:00:00 AM,231124.17,308353.49,Litchfield
11/01/2017 12:00:00 AM,210208.43,259845.84,Litchfield
12/01/2017 12:00:00 AM,201800.10,244279.35,Litchfield
01/01/2018 12:00:00 AM,180834.47,214157.27,Litchfield
02/01/2018 12:00:00 AM,165546.90,238715.38,Litchfield
03/01/2018 12:00:00 AM,161545.46,203554.93,Litchfield
04/01/2018 12:00:00 AM,187247.04,226125.03,Litchfield
05/01/2018 12:00:00 AM,202893.71,266276.62,Litchfield
06/01/2018 12:00:00 AM,205920.44,304778.37,Litchfield
07/01/2018 12:00:00 AM,221105.41,269384.78,Litchfield
08/01/2018 12:00:00 AM,202662.86,247157.23,Litchfield
09/01/2018 12:00:00 AM,202124.20,238272.00,Litchfield
10/01/2018 12:00:00 AM,203150.21,270739.96,Litchfield
11/01/2018 12:00:00 AM,179551.95,247678.34,Litchfield
12/01/2018 12:00:00 AM,190017.27,259290.77,Litchfield
01/01/2019 12:00:00 AM,175802.54,274886.18,Litchfield
02/01/2019 12:00:00 AM,151162.98,191964.35,Litchfield
03/01/2019 12:00:00 AM,176356.81,231823.03,Litchfield
04/01/2019 12:00:00 AM,180387.82,330507.87,Litchfield
05/01/2019 12:00:00 AM,191473.10,246804.08,Litchfield
06/01/2019 12:00:00 AM,216666.93,262716.51,Litchfield
07/01/2019 12:00:00 AM,212739.72,263870.90,Litchfield
08/01/2019 12:00:00 AM,211628.17,252616.68,Litchfield
09/01/2019 12:00:00 AM,199535.13,252750.33,Litchfield
10/01/2019 12:00:00 AM,191473.10,264377.09,Litchfield
11/01/2019 12:00:00 AM,206589.40,270452.94,Litchfield
12/01/2019 12:00:00 AM,227500.28,269335.75,Litchfield
01/01/2020 12:00:00 AM,188000.00,267011.72,Litchfield
02/01/2020 12:00:00 AM,186000.00,235406.21,Litchfield
03/01/2020 12:00:00 AM,190000.00,265756.14,Litchfield
04/01/2020 12:00:00 AM,234000.00,346989.92,Litchfield
05/01/2020 12:00:00 AM,226250.00,303658.06,Litchfield
06/01/2020 12:00:00 AM,239500.00,354507.24,Litchfield
07/01/2020 12:00:00 AM,270000.00,343763.69,Litchfield
08/01/2020 12:00:00 AM,257900.00,360428.44,Litchfield
09/01/2020 12:00:00 AM,262500.00,365781.15,Litchfield
10/01/2020 12:00:00 AM,267750.00,363195.70,Litchfield
11/01/2020 12:00:00 AM,242500.00,342791.34,Litchfield
12/01/2020 12:00:00 AM,260000.00,355608.51,Litchfield
01/01/2021 12:00:00 AM,235000.00,364027.48,Litchfield
02/01/2021 12:00:00 AM,248000.00,315508.27,Litchfield
03/01/2021 12:00:00 AM,218150.00,311131.45,Litchfield
04/01/2021 12:00:00 AM,245000.00,308995.37,Litchfield
05/01/2021 12:00:00 AM,250000.00,401051.60,Litchfield
06/01/2021 12:00:00 AM,275000.00,369797.11,Litchfield
01/01/2001 12:00:00 AM,216823.42,244558.10,Middlesex
02/01/2001 12:00:00 AM,189177.34,232231.77,Middlesex
03/01/2001 12:00:00 AM,231378.44,236980.44,Middlesex
04/01/2001 12:00:00 AM,218281.55,245415.67,Middlesex
05/01/2001 12:00:00 AM,218136.02,241867.67,Middlesex
06/01/2001 12:00:00 AM,227012.81,264384.30,Middlesex
07/01/2001 12:00:00 AM,218281.55,245663.77,Middlesex
08/01/2001 12:00:00 AM,226285.20,257813.32,Middlesex
09/01/2001 12:00:00 AM,247385.75,285261.33,Middlesex
10/01/2001 12:00:00 AM,218281.55,249571.64,Middlesex
11/01/2001 12:00:00 AM,228468.02,286493.52,Middlesex
12/01/2001 12:00:00 AM,218281.55,275305.25,Middlesex
01/01/2002 12:00:00 AM,222014.97,238429.88,Middlesex
02/01/2002 12:00:00 AM,211630.40,255651.91,Middlesex
03/01/2002 12:00:00 AM,242067.94,301114.57,Middlesex
04/01/2002 12:00:00 AM,210556.13,251397.12,Middlesex
05/01/2002 12:00:00 AM,236338.52,266562.37,Middlesex
06/01/2002 12:00:00 AM,243500.29,282714.53,Middlesex
07/01/2002 12:00:00 AM,247081.18,294707.90,Middlesex
08/01/2002 12:00:00 AM,255675.31,326781.97,Middlesex
09/01/2002 12:00:00 AM,278592.98,334304.08,Middlesex
10/01/2002 12:00:00 AM,256391.48,304047.85,Middlesex
11/01/2002 12:00:00 AM,232757.63,266306.56,Middlesex
12/01/2002 12:00:00 AM,264985.61,316954.59,Middlesex
01/01/2003 12:00:00 AM,210026.79,259399.82,Middlesex
02/01/2003 12:00:00 AM,217027.68,259429.62,Middlesex
03/01/2003 12:00:00 AM,264493.73,280408.67,Middlesex
04/01/2003 12:00:00 AM,267574.12,307140.42,Middlesex
05/01/2003 12:00:00 AM,251892.12,311759.94,Middlesex
06/01/2003 12:00:00 AM,287036.61,343759.26,Middlesex
07/01/2003 12:00:00 AM,268834.29,316524.22,Middlesex
08/01/2003 12:00:00 AM,294037.50,334582.67,Middlesex
09/01/2003 12:00:00 AM,273034.82,317614.66,Middlesex
10/01/2003 12:00:00 AM,280035.71,343863.74,Middlesex
11/01/2003 12:00:00 AM,273034.82,330257.15,Middlesex
12/01/2003 12:00:00 AM,278931.67,306625.00,Middlesex
01/01/2004 12:00:00 AM,256394.07,339273.14,Middlesex
02/01/2004 12:00:00 AM,252302.68,370066.21,Middlesex
03/01/2004 12:00:00 AM,288375.14,316024.51,Middlesex
04/01/2004 12:00:00 AM,301740.37,342262.03,Middlesex
05/01/2004 12:00:00 AM,316401.20,357375.13,Middlesex
06/01/2004 12:00:00 AM,309582.21,361639.75,Middlesex
07/01/2004 12:00:00 AM,333994.19,395860.44,Middlesex
08/01/2004 12:00:00 AM,323902.09,386020.40,Middlesex
09/01/2004 12:00:00 AM,315378.35,367248.92,Middlesex
10/01/2004 12:00:00 AM,306854.61,360370.05,Middlesex
11/01/2004 12:00:00 AM,331402.98,370383.48,Middlesex
12/01/2004 12:00:00 AM,286397.64,354051.73,Middlesex
01/01/2005 12:00:00 AM,300029.25,344614.00,Middlesex
02/01/2005 12:00:00 AM,307417.83,317965.72,Middlesex
03/01/2005 12:00:00 AM,272124.16,313221.65,Middlesex
04/01/2005 12:00:00 AM,294223.94,324000.50,Middlesex
05/01/2005 12:00:00 AM,314674.48,362335.92,Middlesex
06/01/2005 12:00:00 AM,345462.44,386547.38,Middlesex
07/01/2005 12:00:00 AM,337104.11,378324.23,Middlesex
08/01/2005 12:00:00 AM,336444.41,376889.89,Middlesex
09/01/2005 12:00:00 AM,346669.68,395430.36,Middlesex
10/01/2005 12:00:00 AM,329847.46,385420.51,Middlesex
11/01/2005 12:00:00 AM,321601.27,366781.17,Middlesex
12/01/2005 12:00:00 AM,343041.36,397303.52,Middlesex
01/01/2006 12:00:00 AM,319423.41,362498.39,Middlesex
02/01/2006 12:00:00 AM,325942.26,371240.82,Middlesex
03/01/2006 12:00:00 AM,316994.82,364203.67,Middlesex
04/01/2006 12:00:00 AM,319551.23,361926.26,Middlesex
05/01/2006 12:00:00 AM,306769.19,359556.98,Middlesex
06/01/2006 12:00:00 AM,332333.28,398128.10,Middlesex
07/01/2006 12:00:00 AM,352145.46,417069.97,Middlesex
08/01/2006 12:00:00 AM,300378.16,340271.95,Middlesex
09/01/2006 12:00:00 AM,357769.56,423450.35,Middlesex
10/01/2006 12:00:00 AM,324664.05,383692.98,Middlesex
11/01/2006 12:00:00 AM,355916.17,378964.03,Middlesex
12/01/2006 12:00:00 AM,344476.23,403232.38,Middlesex
01/01/2007 12:00:00 AM,311255.59,364405.07,Middlesex
02/01/2007 12:00:00 AM,310634.32,390050.18,Middlesex
03/01/2007 12:00:00 AM,304421.63,364783.11,Middlesex
04/01/2007 12:00:00 AM,342940.29,377513.50,Middlesex
05/01/2007 12:00:00 AM,301625.93,387531.47,Middlesex
06/01/2007 12:00:00 AM,360335.81,415105.87,Middlesex
07/01/2007 12:00:00 AM,310634.32,367606.96,Middlesex
08/01/2007 12:00:00 AM,357850.74,431097.46,Middlesex
09/01/2007 12:00:00 AM,303179.10,373148.45,Middlesex
10/01/2007 12:00:00 AM,341697.75,366897.89,Middlesex
11/01/2007 12:00:00 AM,306906.71,364709.42,Middlesex
12/01/2007 12:00:00 AM,327719.21,373559.96,Middlesex
01/01/2008 12:00:00 AM,299219.25,349630.12,Middlesex
02/01/2008 12:00:00 AM,273785.61,308624.24,Middlesex
03/01/2008 12:00:00 AM,311188.02,334818.27,Middlesex
04/01/2008 12:00:00 AM,317172.40,374632.18,Middlesex
05/01/2008 12:00:00 AM,281266.09,356321.15,Middlesex
06/01/2008 12:00:00 AM,306101.29,323549.21,Middlesex
07/01/2008 12:00:00 AM,303887.07,345326.11,Middlesex
08/01/2008 12:00:00 AM,308794.26,345489.75,Middlesex
09/01/2008 12:00:00 AM,293234.86,397773.85,Middlesex
10/01/2008 12:00:00 AM,296825.49,343057.85,Middlesex
11/01/2008 12:00:00 AM,274862.80,308310.34,Middlesex
12/01/2008 12:00:00 AM,263312.94,316062.75,Middlesex
01/01/2009 12:00:00 AM,237082.87,267336.16,Middlesex
02/01/2009 12:00:00 AM,255754.12,286862.52,Middlesex
03/01/2009 12:00:00 AM,252151.95,266800.04,Middlesex
04/01/2009 12:00:00 AM,279168.23,310591.94,Middlesex
05/01/2009 12:00:00 AM,264759.55,301363.85,Middlesex
06/01/2009 12:00:00 AM,282290.12,383973.85,Middlesex
07/01/2009 12:00:00 AM,285171.85,323448.65,Middlesex
08/01/2009 12:00:00 AM,279168.23,335592.79,Middlesex
09/01/2009 12:00:00 AM,270162.81,333270.66,Middlesex
10/01/2009 12:00:00 AM,264159.19,322748.88,Middlesex
11/01/2009 12:00:00 AM,279768.60,326310.39,Middlesex
12/01/2009 12:00:00 AM,276166.43,363288.88,Middlesex
01/01/2010 12:00:00 AM,256952.18,294030.33,Middlesex
02/01/2010 12:00:00 AM,294756.64,348208.26,Middlesex
03/01/2010 12:00:00 AM,259905.65,300332.57,Middlesex
04/01/2010 12:00:00 AM,248032.69,295971.34,Middlesex
05/01/2010 12:00:00 AM,270833.50,323412.22,Middlesex
06/01/2010 12:00:00 AM,278807.88,303690.63,Middlesex
07/01/2010 12:00:00 AM,271719.55,319947.25,Middlesex
08/01/2010 12:00:00 AM,283533.44,304180.97,Middlesex
09/01/2010 12:00:00 AM,265812.60,335525.93,Middlesex
10/01/2010 12:00:00 AM,242184.81,277152.43,Middlesex
11/01/2010 12:00:00 AM,297710.11,356973.12,Middlesex
12/01/2010 12:00:00 AM,277626.49,319470.66,Middlesex
01/01/2011 12:00:00 AM,251993.92,331586.39,Middlesex
02/01/2011 12:00:00 AM,274902.46,357300.36,Middlesex
03/01/2011 12:00:00 AM,292083.86,324557.48,Middlesex
04/01/2011 12:00:00 AM,246839.50,318883.30,Middlesex
05/01/2011 12:00:00 AM,300101.85,353159.07,Middlesex
06/01/2011 12:00:00 AM,314992.40,398688.84,Middlesex
07/01/2011 12:00:00 AM,284065.87,327337.69,Middlesex
08/01/2011 12:00:00 AM,256289.27,283481.74,Middlesex
09/01/2011 12:00:00 AM,271981.62,300845.44,Middlesex
10/01/2011 12:00:00 AM,246266.79,285235.11,Middlesex
11/01/2011 12:00:00 AM,255430.20,283991.28,Middlesex
12/01/2011 12:00:00 AM,240539.65,282581.74,Middlesex
01/01/2012 12:00:00 AM,211808.14,258173.74,Middlesex
02/01/2012 12:00:00 AM,269318.96,310536.29,Middlesex
03/01/2012 12:00:00 AM,260341.66,298587.56,Middlesex
04/01/2012 12:00:00 AM,218821.66,271980.67,Middlesex
05/01/2012 12:00:00 AM,286039.18,305129.62,Middlesex
06/01/2012 12:00:00 AM,267074.64,359976.48,Middlesex
07/01/2012 12:00:00 AM,277735.18,313537.78,Middlesex
08/01/2012 12:00:00 AM,246875.72,279993.95,Middlesex
09/01/2012 12:00:00 AM,235541.88,279193.32,Middlesex
10/01/2012 12:00:00 AM,258882.85,287453.42,Middlesex
11/01/2012 12:00:00 AM,232848.69,271469.91,Middlesex
12/01/2012 12:00:00 AM,234756.36,300793.81,Middlesex
01/01/2013 12:00:00 AM,218701.50,257162.05,Middlesex
02/01/2013 12:00:00 AM,215660.14,250221.37,Middlesex
03/01/2013 12:00:00 AM,226719.63,254262.09,Middlesex
04/01/2013 12:00:00 AM,265317.27,292464.29,Middlesex
05/01/2013 12:00:00 AM,226719.63,300209.60,Middlesex
06/01/2013 12:00:00 AM,264709.00,290710.42,Middlesex
07/01/2013 12:00:00 AM,248838.62,284589.11,Middlesex
08/01/2013 12:00:00 AM,293076.60,338498.58,Middlesex
09/01/2013 12:00:00 AM,254368.37,278156.23,Middlesex
10/01/2013 12:00:00 AM,236673.18,290157.12,Middlesex
11/01/2013 12:00:00 AM,246073.75,317605.31,Middlesex
12/01/2013 12:00:00 AM,224507.74,267207.95,Middlesex
01/01/2014 12:00:00 AM,241617.53,270173.82,Middlesex
02/01/2014 12:00:00 AM,242977.99,261691.78,Middlesex
03/01/2014 12:00:00 AM,223115.29,265634.84,Middlesex
04/01/2014 12:00:00 AM,238352.43,262302.68,Middlesex
05/01/2014 12:00:00 AM,241889.62,272880.81,Middlesex
06/01/2014 12:00:00 AM,259031.41,280781.37,Middlesex
07/01/2014 12:00:00 AM,255766.31,288057.35,Middlesex
08/01/2014 12:00:00 AM,255766.31,279716.23,Middlesex
09/01/2014 12:00:00 AM,240801.26,300127.93,Middlesex
10/01/2014 12:00:00 AM,236719.88,279589.17,Middlesex
11/01/2014 12:00:00 AM,250324.47,293622.40,Middlesex
12/01/2014 12:00:00 AM,221754.83,264846.87,Middlesex
01/01/2015 12:00:00 AM,209800.74,288648.97,Middlesex
02/01/2015 12:00:00 AM,220073.36,245563.50,Middlesex
03/01/2015 12:00:00 AM,222845.34,251672.74,Middlesex
04/01/2015 12:00:00 AM,233715.85,267771.81,Middlesex
05/01/2015 12:00:00 AM,250021.60,324480.09,Middlesex
06/01/2015 12:00:00 AM,250021.60,276978.35,Middlesex
07/01/2015 12:00:00 AM,252684.88,291339.48,Middlesex
08/01/2015 12:00:00 AM,248934.55,276484.48,Middlesex
09/01/2015 12:00:00 AM,232020.05,276388.63,Middlesex
10/01/2015 12:00:00 AM,239694.62,271797.80,Middlesex
11/01/2015 12:00:00 AM,222845.34,255767.15,Middlesex
12/01/2015 12:00:00 AM,266055.60,298785.11,Middlesex
01/01/2016 12:00:00 AM,233490.32,312446.17,Middlesex
02/01/2016 12:00:00 AM,241541.71,264492.54,Middlesex
03/01/2016 12:00:00 AM,224097.03,260549.20,Middlesex
04/01/2016 12:00:00 AM,230806.52,273356.51,Middlesex
05/01/2016 12:00:00 AM,246909.30,273581.43,Middlesex
06/01/2016 12:00:00 AM,289850.05,319089.63,Middlesex
07/01/2016 12:00:00 AM,246909.30,275453.05,Middlesex
08/01/2016 12:00:00 AM,257644.49,295320.30,Middlesex
09/01/2016 12:00:00 AM,255497.45,296178.75,Middlesex
10/01/2016 12:00:00 AM,241541.71,273288.58,Middlesex
11/01/2016 12:00:00 AM,242507.87,273662.81,Middlesex
12/01/2016 12:00:00 AM,220071.33,262729.94,Middlesex
01/01/2017 12:00:00 AM,210208.43,245341.45,Middlesex
02/01/2017 12:00:00 AM,220456.09,263021.23,Middlesex
03/01/2017 12:00:00 AM,242790.74,259680.90,Middlesex
04/01/2017 12:00:00 AM,237535.53,243168.54,Middlesex
05/01/2017 12:00:00 AM,243316.26,288595.36,Middlesex
06/01/2017 12:00:00 AM,275373.05,289791.77,Middlesex
07/01/2017 12:00:00 AM,262760.54,297499.36,Middlesex
08/01/2017 12:00:00 AM,278526.17,328723.17,Middlesex
09/01/2017 12:00:00 AM,246994.91,295853.12,Middlesex
10/01/2017 12:00:00 AM,252250.12,282831.30,Middlesex
11/01/2017 12:00:00 AM,228338.91,266286.16,Middlesex
12/01/2017 12:00:00 AM,228076.15,294034.28,Middlesex
01/01/2018 12:00:00 AM,218540.38,257051.56,Middlesex
02/01/2018 12:00:00 AM,224696.45,258411.12,Middlesex
03/01/2018 12:00:00 AM,217616.97,247908.34,Middlesex
04/01/2018 12:00:00 AM,229826.50,280380.51,Middlesex
05/01/2018 12:00:00 AM,228287.48,288776.81,Middlesex
06/01/2018 12:00:00 AM,256502.79,287867.72,Middlesex
07/01/2018 12:00:00 AM,249320.71,277696.93,Middlesex
08/01/2018 12:00:00 AM,246191.38,275120.28,Middlesex
09/01/2018 12:00:00 AM,246242.68,274303.72,Middlesex
10/01/2018 12:00:00 AM,235982.57,272306.87,Middlesex
11/01/2018 12:00:00 AM,237265.08,277863.90,Middlesex
12/01/2018 12:00:00 AM,235982.57,269429.07,Middlesex
01/01/2019 12:00:00 AM,226744.47,259023.30,Middlesex
02/01/2019 12:00:00 AM,221705.70,260998.21,Middlesex
03/01/2019 12:00:00 AM,243221.23,269608.83,Middlesex
04/01/2019 12:00:00 AM,241860.76,328568.52,Middlesex
05/01/2019 12:00:00 AM,236822.00,261032.11,Middlesex
06/01/2019 12:00:00 AM,261511.95,296656.94,Middlesex
07/01/2019 12:00:00 AM,251938.30,280896.34,Middlesex
08/01/2019 12:00:00 AM,271287.16,305595.30,Middlesex
09/01/2019 12:00:00 AM,246899.53,272870.33,Middlesex
10/01/2019 12:00:00 AM,238333.63,298577.40,Middlesex
11/01/2019 12:00:00 AM,251887.91,270090.92,Middlesex
12/01/2019 12:00:00 AM,239190.22,261037.55,Middlesex
01/01/2020 12:00:00 AM,230000.00,261817.99,Middlesex
02/01/2020 12:00:00 AM,256900.00,301625.21,Middlesex
03/01/2020 12:00:00 AM,235000.00,247971.92,Middlesex
04/01/2020 12:00:00 AM,255000.00,263047.01,Middlesex
05/01/2020 12:00:00 AM,256000.00,270450.93,Middlesex
06/01/2020 12:00:00 AM,267800.00,306614.74,Middlesex
07/01/2020 12:00:00 AM,280500.00,327123.75,Middlesex
08/01/2020 12:00:00 AM,268000.00,304000.54,Middlesex
09/01/2020 12:00:00 AM,241100.00,294522.44,Middlesex
10/01/2020 12:00:00 AM,290000.00,364833.63,Middlesex
11/01/2020 12:00:00 AM,295000.00,342030.62,Middlesex
12/01/2020 12:00:00 AM,300000.00,348248.78,Middlesex
01/01/2021 12:00:00 AM,289394.00,342362.79,Middlesex
02/01/2021 12:00:00 AM,260000.00,314920.88,Middlesex
03/01/2021 12:00:00 AM,267500.00,334658.25,Middlesex
04/01/2021 12:00:00 AM,296000.00,343051.31,Middlesex
05/01/2021 12:00:00 AM,311950.00,361378.83,Middlesex
06/01/2021 12:00:00 AM,300000.00,329562.54,Middlesex
01/01/2001 12:00:00 AM,174625.24,225012.59,New Haven
02/01/2001 12:00:00 AM,174625.24,198208.52,New Haven
03/01/2001 12:00:00 AM,177535.66,212261.40,New Haven
04/01/2001 12:00:00 AM,176808.05,208368.48,New Haven
05/01/2001 12:00:00 AM,189177.34,228852.60,New Haven
06/01/2001 12:00:00 AM,196453.39,239282.49,New Haven
07/01/2001 12:00:00 AM,197908.60,251288.15,New Haven
08/01/2001 12:00:00 AM,203583.92,243828.98,New Haven
09/01/2001 12:00:00 AM,203583.92,246519.63,New Haven
10/01/2001 12:00:00 AM,197908.60,228129.51,New Haven
11/01/2001 12:00:00 AM,189250.10,232430.43,New Haven
12/01/2001 12:00:00 AM,196817.19,228288.85,New Haven
01/01/2002 12:00:00 AM,186206.11,219762.34,New Haven
02/01/2002 12:00:00 AM,184773.75,218198.43,New Haven
03/01/2002 12:00:00 AM,193367.88,223897.62,New Haven
04/01/2002 12:00:00 AM,191863.91,234330.41,New Haven
05/01/2002 12:00:00 AM,196232.59,238945.44,New Haven
06/01/2002 12:00:00 AM,214709.96,259222.39,New Haven
07/01/2002 12:00:00 AM,214853.20,267789.68,New Haven
08/01/2002 12:00:00 AM,219150.26,264390.73,New Haven
09/01/2002 12:00:00 AM,218434.08,262981.61,New Haven
10/01/2002 12:00:00 AM,211988.49,253184.22,New Haven
11/01/2002 12:00:00 AM,214853.20,257554.85,New Haven
12/01/2002 12:00:00 AM,214709.96,246644.45,New Haven
01/01/2003 12:00:00 AM,203025.89,247769.19,New Haven
02/01/2003 12:00:00 AM,203025.89,242153.57,New Haven
03/01/2003 12:00:00 AM,214227.32,258051.98,New Haven
04/01/2003 12:00:00 AM,215277.46,265903.28,New Haven
05/01/2003 12:00:00 AM,228229.11,272490.25,New Haven
06/01/2003 12:00:00 AM,236630.18,289482.07,New Haven
07/01/2003 12:00:00 AM,245731.34,309816.26,New Haven
08/01/2003 12:00:00 AM,245031.25,298735.22,New Haven
09/01/2003 12:00:00 AM,244891.23,308764.11,New Haven
10/01/2003 12:00:00 AM,229629.29,274457.48,New Haven
11/01/2003 12:00:00 AM,238030.36,280382.45,New Haven
12/01/2003 12:00:00 AM,235230.00,283753.62,New Haven
01/01/2004 12:00:00 AM,229118.11,272373.50,New Haven
02/01/2004 12:00:00 AM,211252.35,251878.04,New Haven
03/01/2004 12:00:00 AM,227004.22,271535.06,New Haven
04/01/2004 12:00:00 AM,231845.70,283686.14,New Haven
05/01/2004 12:00:00 AM,247529.39,294852.91,New Haven
06/01/2004 12:00:00 AM,265940.66,321324.44,New Haven
07/01/2004 12:00:00 AM,262531.17,320489.50,New Haven
08/01/2004 12:00:00 AM,263076.69,317187.44,New Haven
